Type name;Member type;Member name;Signature;Inherited;Documentation
SensorIrradiance;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SensorIrradiance> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SensorIrradiance;Static method;Find;public static App.Automation.SIM.SensorIrradiance Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SensorIrradiance;Static method;Create;public static App.Automation.SIM.SensorIrradiance Create(object parent);;Create a new object of this type under the specified parent component
SensorIrradiance;Static method;Create;public static App.Automation.SIM.SensorIrradiance Create();;Create a new object in the active context
SensorIrradiance;Method;Clone;public App.Automation.SIM.SensorIrradiance Clone();;Create a copy of this object in the active context
SensorIrradiance;Method;CopyTo;public App.Automation.SIM.SensorIrradiance CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SensorIrradiance;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SensorIrradiance;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SensorIrradiance;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SensorIrradiance;Method;Delete;public bool Delete();Yes;Delete this object
SensorIrradiance;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SensorIrradiance;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SensorIrradiance;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SensorIrradiance;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SensorIrradiance;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SensorIrradiance;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorIrradiance;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorIrradiance;Property;XIsMirrored;bool XIsMirrored;;Boolean attribute
SensorIrradiance;Property;XStart;double XStart;;Number attribute
SensorIrradiance;Property;XStartText;string XStartText;;Number attribute (as text)
SensorIrradiance;Property;XEnd;double XEnd;;Number attribute
SensorIrradiance;Property;XEndText;string XEndText;;Number attribute (as text)
SensorIrradiance;Property;XNbSamples;uint XNbSamples;;Number attribute
SensorIrradiance;Property;XNbSamplesText;string XNbSamplesText;;Number attribute (as text)
SensorIrradiance;Property;XResolution;double XResolution;;Number attribute
SensorIrradiance;Property;XResolutionText;string XResolutionText;;Number attribute (as text)
SensorIrradiance;Property;YIsMirrored;bool YIsMirrored;;Boolean attribute
SensorIrradiance;Property;YStart;double YStart;;Number attribute
SensorIrradiance;Property;YStartText;string YStartText;;Number attribute (as text)
SensorIrradiance;Property;YEnd;double YEnd;;Number attribute
SensorIrradiance;Property;YEndText;string YEndText;;Number attribute (as text)
SensorIrradiance;Property;YNbSamples;uint YNbSamples;;Number attribute
SensorIrradiance;Property;YNbSamplesText;string YNbSamplesText;;Number attribute (as text)
SensorIrradiance;Property;YResolution;double YResolution;;Number attribute
SensorIrradiance;Property;YResolutionText;string YResolutionText;;Number attribute (as text)
SensorIrradiance;Property;OriginPoint;App.Automation.SIM.SensorIrradiance.SensorIrradianceOriginPoint OriginPoint;;Link attribute
SensorIrradiance;Property;XDirection;App.Automation.SIM.SensorIrradiance.SensorIrradianceXDirection XDirection;;Link attribute
SensorIrradiance;Property;XDirectionReverse;bool XDirectionReverse;;Boolean attribute
SensorIrradiance;Property;YDirection;App.Automation.SIM.SensorIrradiance.SensorIrradianceYDirection YDirection;;Link attribute
SensorIrradiance;Property;YDirectionReverse;bool YDirectionReverse;;Boolean attribute
SensorIrradiance;Property;IlluminanceType;App.Automation.SIM.SensorIrradiance.EnumIlluminanceType IlluminanceType;;Enum attribute
SensorIrradiance;Property;IlluminanceTypeIndex;int IlluminanceTypeIndex;;Enum attribute (as index)
SensorIrradiance;Property;IntegrationDirection;App.Automation.SIM.SensorIrradiance.SensorIrradianceIntegrationDirection IntegrationDirection;;Link attribute
SensorIrradiance;Property;IntegrationDirectionIsReversed;bool IntegrationDirectionIsReversed;;Boolean attribute
SensorIrradiance;Property;XMPTemplateFile;string XMPTemplateFile;;File attribute
SensorIrradiance;Property;XMPTemplateFileFullPath;string XMPTemplateFileFullPath;;File attribute (absolute full path)
SensorIrradiance;Property;DimensionFromFile;bool DimensionFromFile;;Boolean attribute
SensorIrradiance;Property;DisplayPropertiesFromFile;bool DisplayPropertiesFromFile;;Boolean attribute
SensorIrradiance;Property;SensorType;App.Automation.SIM.SensorIrradiance.EnumSensorType SensorType;;Enum attribute
SensorIrradiance;Property;SensorTypeIndex;int SensorTypeIndex;;Enum attribute (as index)
SensorIrradiance;Property;RayFileType;App.Automation.SIM.SensorIrradiance.EnumRayFileType RayFileType;;Enum attribute
SensorIrradiance;Property;RayFileTypeIndex;int RayFileTypeIndex;;Enum attribute (as index)
SensorIrradiance;Property;LayerType;App.Automation.SIM.SensorIrradiance.EnumLayerType LayerType;;Enum attribute
SensorIrradiance;Property;LayerTypeIndex;int LayerTypeIndex;;Enum attribute (as index)
SensorIrradiance;Property;FaceFiltering;App.Automation.SIM.SensorIrradiance.SensorIrradianceFaceFiltering FaceFiltering;;Links attribute
SensorIrradiance;Property;SCAFilteringMode;App.Automation.SIM.SensorIrradiance.EnumSCAFilteringMode SCAFilteringMode;;Enum attribute
SensorIrradiance;Property;SCAFilteringModeIndex;int SCAFilteringModeIndex;;Enum attribute (as index)
SensorIrradiance;Property;MaximumNbOfSequence;uint MaximumNbOfSequence;;Number attribute
SensorIrradiance;Property;MaximumNbOfSequenceText;string MaximumNbOfSequenceText;;Number attribute (as text)
SensorIrradiance;Property;DefineSequencePer;App.Automation.SIM.SensorIrradiance.EnumDefineSequencePer DefineSequencePer;;Enum attribute
SensorIrradiance;Property;DefineSequencePerIndex;int DefineSequencePerIndex;;Enum attribute (as index)
SensorIrradiance;Property;IncidentAnglesSampling;uint IncidentAnglesSampling;;Number attribute
SensorIrradiance;Property;IncidentAnglesSamplingText;string IncidentAnglesSamplingText;;Number attribute (as text)
SensorIrradiance;Property;WavelengthStart;double WavelengthStart;;Number attribute
SensorIrradiance;Property;WavelengthStartText;string WavelengthStartText;;Number attribute (as text)
SensorIrradiance;Property;WavelengthEnd;double WavelengthEnd;;Number attribute
SensorIrradiance;Property;WavelengthEndText;string WavelengthEndText;;Number attribute (as text)
SensorIrradiance;Property;WavelengthNbSamples;uint WavelengthNbSamples;;Number attribute
SensorIrradiance;Property;WavelengthNbSamplesText;string WavelengthNbSamplesText;;Number attribute (as text)
SensorIrradiance;Property;WavelengthResolution;double WavelengthResolution;;Number attribute
SensorIrradiance;Property;WavelengthResolutionText;string WavelengthResolutionText;;Number attribute (as text)
SensorIrradiance;Property;OutputFaces;App.Automation.SIM.SensorIrradiance.SensorIrradianceOutputFaces OutputFaces;;Links attribute
SensorIrradiance;Property;ShowGrid;bool ShowGrid;;Boolean attribute
SensorIrradiance;Property;OriginX;double OriginX;;Number attribute
SensorIrradiance;Property;OriginXText;string OriginXText;;Number attribute (as text)
SensorIrradiance;Property;OriginY;double OriginY;;Number attribute
SensorIrradiance;Property;OriginYText;string OriginYText;;Number attribute (as text)
SensorIrradiance;Property;StepX;double StepX;;Number attribute
SensorIrradiance;Property;StepXText;string StepXText;;Number attribute (as text)
SensorIrradiance;Property;StepY;double StepY;;Number attribute
SensorIrradiance;Property;StepYText;string StepYText;;Number attribute (as text)
SensorIrradiance;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SensorIrradiance;Property;Name;string Name;Yes;Get or Set the name of the object
SensorIrradiance;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SensorIrradiance;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SensorIrradiance;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorIrradiance.SensorIrradianceOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIrradiance.SensorIrradianceOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIrradiance.SensorIrradianceOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorIrradiance.SensorIrradianceOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorIrradiance.SensorIrradianceOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIrradiance.SensorIrradianceXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIrradiance.SensorIrradianceXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIrradiance.SensorIrradianceXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorIrradiance.SensorIrradianceXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorIrradiance.SensorIrradianceXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIrradiance.SensorIrradianceYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIrradiance.SensorIrradianceYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIrradiance.SensorIrradianceYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorIrradiance.SensorIrradianceYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorIrradiance.SensorIrradianceYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIrradiance.SensorIrradianceIntegrationDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIrradiance.SensorIrradianceIntegrationDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIrradiance.SensorIrradianceIntegrationDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
